
="",="(1)"
="",="days_childcare"

="m_k10_std",="-0.278**"
="",="(0.110)"

="m_age_harmonized",="-0.003"
="",="(0.009)"

="m_mother_educ_years",="-0.024"
="",="(0.032)"

="hh_size",="0.156***"
="",="(0.050)"

="ln_pc_consumption",="0.381**"
="",="(0.147)"

="_cons",="3.635***"
="",="(0.838)"

="N",="1,081"
="r2",="0.566"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
